m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2262"
"2012-11-01 00:00:00","java","13630"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6278"
"2012-11-01 00:00:00","c#","12242"
"2012-11-01 00:00:00","c","3198"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12358"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11825"
"2012-11-01 00:00:00","python","6398"
"2012-11-01 00:00:00","swift","3"
"2012-12-01 00:00:00","java","12445"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10961"
"2012-12-01 00:00:00","c","2570"
"2012-12-01 00:00:00","python","5765"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5689"
"2012-12-01 00:00:00","javascript","11746"
"2012-12-01 00:00:00","ruby","1906"
"2012-12-01 00:00:00","php","11107"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","555"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13734"
"2013-01-01 00:00:00","c#","12771"
"2013-01-01 00:00:00","c","2908"
"2013-01-01 00:00:00","c++","6046"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","483"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6582"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13797"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12909"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12588"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c#","12493"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6069"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6730"
"2013-02-01 00:00:00","c","3096"
"2013-02-01 00:00:00","javascript","13634"
"2013-02-01 00:00:00","perl","750"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13716"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15939"
"2013-03-01 00:00:00","c#","14247"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7189"
"2013-03-01 00:00:00","php","14184"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15311"
"2013-03-01 00:00:00","python","7637"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13902"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7941"
"2013-04-01 00:00:00","c++","7143"
"2013-04-01 00:00:00","java","16253"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3535"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15350"
"2013-04-01 00:00:00","delphi","512"
"2013-04-01 00:00:00","ruby","2465"
"2013-04-01 00:00:00","r","1840"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13474"
"2013-05-01 00:00:00","javascript","15082"
"2013-05-01 00:00:00","java","15327"
"2013-05-01 00:00:00","c#","13498"
"2013-05-01 00:00:00","c","3200"
"2013-05-01 00:00:00","php","13185"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6851"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7823"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","907"
"2013-05-01 00:00:00","r","1784"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13982"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12823"
"2013-06-01 00:00:00","c","2949"
"2013-06-01 00:00:00","c++","6204"
"2013-06-01 00:00:00","perl","830"
"2013-06-01 00:00:00","python","7607"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14653"
"2013-06-01 00:00:00","php","12812"
"2013-06-01 00:00:00","ruby","2227"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","3"
"2013-07-01 00:00:00","c++","6591"
"2013-07-01 00:00:00","assembly","299"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14223"
"2013-07-01 00:00:00","php","14441"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3029"
"2013-07-01 00:00:00","python","8637"
"2013-07-01 00:00:00","javascript","16885"
"2013-07-01 00:00:00","perl","958"
"2013-07-01 00:00:00","java","15254"
"2013-07-01 00:00:00","ruby","2448"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16897"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3014"
"2013-08-01 00:00:00","c#","13886"
"2013-08-01 00:00:00","java","15115"
"2013-08-01 00:00:00","php","14437"
"2013-08-01 00:00:00","c++","6265"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7954"
"2013-08-01 00:00:00","r","1926"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2490"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16327"
"2013-09-01 00:00:00","delphi","489"
"2013-09-01 00:00:00","assembly","293"
"2013-09-01 00:00:00","php","14360"
"2013-09-01 00:00:00","c++","6577"
"2013-09-01 00:00:00","c#","13796"
"2013-09-01 00:00:00","c","3406"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17784"
"2013-09-01 00:00:00","ruby","2396"
"2013-09-01 00:00:00","perl","694"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7983"
"2013-09-01 00:00:00","r","1717"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7994"
"2013-10-01 00:00:00","java","18796"
"2013-10-01 00:00:00","c#","15236"
"2013-10-01 00:00:00","delphi","524"
"2013-10-01 00:00:00","javascript","19817"
"2013-10-01 00:00:00","c","4246"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","818"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2099"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15448"
"2013-10-01 00:00:00","python","9521"
"2013-11-01 00:00:00","java","18839"
"2013-11-01 00:00:00","c#","14640"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18580"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8164"
"2013-11-01 00:00:00","c","4300"
"2013-11-01 00:00:00","php","15028"
"2013-11-01 00:00:00","python","9520"
"2013-11-01 00:00:00","ruby","2578"
"2013-11-01 00:00:00","perl","826"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2191"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","450"
"2013-12-01 00:00:00","c++","7035"
"2013-12-01 00:00:00","c","3507"
"2013-12-01 00:00:00","java","17529"
"2013-12-01 00:00:00","c#","13664"
"2013-12-01 00:00:00","python","8487"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","766"
"2013-12-01 00:00:00","javascript","18103"
"2013-12-01 00:00:00","swift","10"
"2013-12-01 00:00:00","r","1911"
"2013-12-01 00:00:00","ruby","2452"
"2013-12-01 00:00:00","php","14556"
"2014-01-01 00:00:00","php","16946"
"2014-01-01 00:00:00","c#","15380"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7710"
"2014-01-01 00:00:00","python","9859"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21197"
"2014-01-01 00:00:00","perl","816"
"2014-01-01 00:00:00","java","18751"
"2014-01-01 00:00:00","ruby","2773"
"2014-01-01 00:00:00","r","2357"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21247"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3981"
"2014-02-01 00:00:00","c#","15155"
"2014-02-01 00:00:00","java","19366"
"2014-02-01 00:00:00","php","16699"
"2014-02-01 00:00:00","c++","7702"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","801"
"2014-02-01 00:00:00","python","9929"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2615"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16224"
"2014-03-01 00:00:00","python","11444"
"2014-03-01 00:00:00","c++","8690"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22045"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4575"
"2014-03-01 00:00:00","perl","910"
"2014-03-01 00:00:00","javascript","22729"
"2014-03-01 00:00:00","php","18479"
"2014-03-01 00:00:00","ruby","2954"
"2014-03-01 00:00:00","r","2816"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4023"
"2014-04-01 00:00:00","perl","823"
"2014-04-01 00:00:00","c#","15376"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20986"
"2014-04-01 00:00:00","assembly","366"
"2014-04-01 00:00:00","javascript","21539"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17860"
"2014-04-01 00:00:00","c++","8151"
"2014-04-01 00:00:00","python","10799"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2751"
"2014-05-01 00:00:00","java","18040"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3274"
"2014-05-01 00:00:00","python","9285"
"2014-05-01 00:00:00","c++","6810"
"2014-05-01 00:00:00","c#","13953"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2682"
"2014-05-01 00:00:00","javascript","19886"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2587"
"2014-05-01 00:00:00","php","14914"
"2014-06-01 00:00:00","java","15976"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","javascript","18388"
"2014-06-01 00:00:00","python","8939"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12560"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5688"
"2014-06-01 00:00:00","perl","681"
"2014-06-01 00:00:00","php","13146"
"2014-06-01 00:00:00","r","2402"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2412"
"2014-07-01 00:00:00","javascript","20209"
"2014-07-01 00:00:00","c++","6290"
"2014-07-01 00:00:00","c#","13734"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17434"
"2014-07-01 00:00:00","c","2843"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14404"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9945"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2565"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15796"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12540"
"2014-08-01 00:00:00","c","2684"
"2014-08-01 00:00:00","c++","5893"
"2014-08-01 00:00:00","perl","684"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9136"
"2014-08-01 00:00:00","javascript","18533"
"2014-08-01 00:00:00","r","2481"
"2014-08-01 00:00:00","php","13312"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2477"
"2014-09-01 00:00:00","c#","12361"
"2014-09-01 00:00:00","assembly","287"
"2014-09-01 00:00:00","c++","6214"
"2014-09-01 00:00:00","python","8795"
"2014-09-01 00:00:00","java","16762"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3239"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18193"
"2014-09-01 00:00:00","perl","682"
"2014-09-01 00:00:00","ruby","2282"
"2014-09-01 00:00:00","php","13464"
"2014-09-01 00:00:00","swift","1907"
"2014-09-01 00:00:00","r","2370"
"2014-10-01 00:00:00","c#","12599"
"2014-10-01 00:00:00","javascript","18973"
"2014-10-01 00:00:00","java","17963"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6853"
"2014-10-01 00:00:00","php","13716"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3812"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","646"
"2014-10-01 00:00:00","python","9594"
"2014-10-01 00:00:00","delphi","411"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2782"
"2014-11-01 00:00:00","java","17905"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c#","11914"
"2014-11-01 00:00:00","c++","6579"
"2014-11-01 00:00:00","python","9595"
"2014-11-01 00:00:00","c","3683"
"2014-11-01 00:00:00","ruby","2119"
"2014-11-01 00:00:00","javascript","18038"
"2014-11-01 00:00:00","perl","662"
"2014-11-01 00:00:00","swift","2568"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13145"
"2014-11-01 00:00:00","r","2711"
"2014-12-01 00:00:00","c++","6096"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c#","11125"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12445"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9058"
"2014-12-01 00:00:00","c","3161"
"2014-12-01 00:00:00","javascript","17055"
"2014-12-01 00:00:00","perl","569"
"2014-12-01 00:00:00","ruby","2153"
"2014-12-01 00:00:00","java","16435"
"2014-12-01 00:00:00","swift","2497"
"2014-12-01 00:00:00","r","2363"
"2015-01-01 00:00:00","javascript","18588"
"2015-01-01 00:00:00","c","3218"
"2015-01-01 00:00:00","c#","11785"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","java","16580"
"2015-01-01 00:00:00","c++","6145"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13724"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","598"
"2015-01-01 00:00:00","python","9708"
"2015-01-01 00:00:00","r","2695"
"2015-01-01 00:00:00","ruby","2434"
"2015-01-01 00:00:00","swift","3064"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16814"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13616"
"2015-02-01 00:00:00","c","3376"
"2015-02-01 00:00:00","c++","6492"
"2015-02-01 00:00:00","perl","572"
"2015-02-01 00:00:00","c#","11835"
"2015-02-01 00:00:00","python","10228"
"2015-02-01 00:00:00","javascript","18734"
"2015-02-01 00:00:00","r","2978"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3245"
"2015-03-01 00:00:00","assembly","390"
"2015-03-01 00:00:00","javascript","20611"
"2015-03-01 00:00:00","c","3925"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","662"
"2015-03-01 00:00:00","c#","13300"
"2015-03-01 00:00:00","java","19837"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15038"
"2015-03-01 00:00:00","python","11641"
"2015-03-01 00:00:00","r","3570"
"2015-03-01 00:00:00","c++","7409"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3606"
"2015-04-01 00:00:00","php","15081"
"2015-04-01 00:00:00","java","19876"
"2015-04-01 00:00:00","c++","7162"
"2015-04-01 00:00:00","c","3959"
"2015-04-01 00:00:00","javascript","20972"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13132"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11476"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2508"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4029"
"2015-04-01 00:00:00","r","3333"
"2015-05-01 00:00:00","java","18597"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6838"
"2015-05-01 00:00:00","javascript","22221"
"2015-05-01 00:00:00","assembly","372"
"2015-05-01 00:00:00","c#","13418"
"2015-05-01 00:00:00","python","11245"
"2015-05-01 00:00:00","c","3531"
"2015-05-01 00:00:00","r","3432"
"2015-05-01 00:00:00","php","14670"
"2015-05-01 00:00:00","ruby","2510"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","536"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22683"
"2015-06-01 00:00:00","perl","593"
"2015-06-01 00:00:00","java","17905"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13577"
"2015-06-01 00:00:00","r","3438"
"2015-06-01 00:00:00","c","3175"
"2015-06-01 00:00:00","python","11835"
"2015-06-01 00:00:00","php","14471"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6533"
"2015-06-01 00:00:00","ruby","2581"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18743"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14161"
"2015-07-01 00:00:00","c++","6723"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2820"
"2015-07-01 00:00:00","php","15481"
"2015-07-01 00:00:00","javascript","24052"
"2015-07-01 00:00:00","perl","591"
"2015-07-01 00:00:00","swift","5159"
"2015-07-01 00:00:00","python","12353"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13268"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","python","11251"
"2015-08-01 00:00:00","c++","5889"
"2015-08-01 00:00:00","java","17132"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2585"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22205"
"2015-08-01 00:00:00","r","3497"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","567"
"2015-08-01 00:00:00","swift","5096"
"2015-08-01 00:00:00","php","14331"
"2015-09-01 00:00:00","c","3090"
"2015-09-01 00:00:00","delphi","359"
"2015-09-01 00:00:00","perl","485"
"2015-09-01 00:00:00","javascript","21453"
"2015-09-01 00:00:00","java","16987"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12943"
"2015-09-01 00:00:00","r","3336"
"2015-09-01 00:00:00","python","10993"
"2015-09-01 00:00:00","php","13592"
"2015-09-01 00:00:00","c++","5923"
"2015-09-01 00:00:00","ruby","2166"
"2015-09-01 00:00:00","swift","4564"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18590"
"2015-10-01 00:00:00","c","3685"
"2015-10-01 00:00:00","c#","12822"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7059"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12519"
"2015-10-01 00:00:00","perl","516"
"2015-10-01 00:00:00","javascript","21872"
"2015-10-01 00:00:00","r","3685"
"2015-10-01 00:00:00","ruby","2196"
"2015-10-01 00:00:00","php","13992"
"2015-10-01 00:00:00","swift","4315"
"2015-11-01 00:00:00","java","17821"
"2015-11-01 00:00:00","javascript","21324"
"2015-11-01 00:00:00","python","12326"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","404"
"2015-11-01 00:00:00","c","3621"
"2015-11-01 00:00:00","c++","7102"
"2015-11-01 00:00:00","c#","12413"
"2015-11-01 00:00:00","perl","474"
"2015-11-01 00:00:00","php","13399"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4329"
"2015-12-01 00:00:00","java","16587"
"2015-12-01 00:00:00","c#","12174"
"2015-12-01 00:00:00","c++","6574"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21131"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3093"
"2015-12-01 00:00:00","php","13842"
"2015-12-01 00:00:00","perl","488"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3183"
"2015-12-01 00:00:00","python","11673"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4389"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16674"
"2016-01-01 00:00:00","c#","12398"
"2016-01-01 00:00:00","c","3053"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6113"
"2016-01-01 00:00:00","php","14651"
"2016-01-01 00:00:00","perl","459"
"2016-01-01 00:00:00","ruby","2148"
"2016-01-01 00:00:00","javascript","22560"
"2016-01-01 00:00:00","python","12382"
"2016-01-01 00:00:00","swift","4802"
"2016-01-01 00:00:00","r","3540"
"2016-02-01 00:00:00","c#","12768"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13279"
"2016-02-01 00:00:00","c++","6574"
"2016-02-01 00:00:00","java","17887"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3280"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22521"
"2016-02-01 00:00:00","perl","507"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14996"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19952"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13650"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3461"
"2016-03-01 00:00:00","r","4049"
"2016-03-01 00:00:00","python","14096"
"2016-03-01 00:00:00","perl","471"
"2016-03-01 00:00:00","javascript","24140"
"2016-03-01 00:00:00","php","15206"
"2016-03-01 00:00:00","c++","7042"
"2016-03-01 00:00:00","ruby","2266"
"2016-03-01 00:00:00","swift","5090"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13747"
"2016-04-01 00:00:00","python","13690"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19527"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6913"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","497"
"2016-04-01 00:00:00","javascript","23491"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14533"
"2016-04-01 00:00:00","r","4131"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23053"
"2016-05-01 00:00:00","c#","13538"
"2016-05-01 00:00:00","c","2726"
"2016-05-01 00:00:00","python","13145"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17077"
"2016-05-01 00:00:00","ruby","2132"
"2016-05-01 00:00:00","c++","6145"
"2016-05-01 00:00:00","php","14515"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","495"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15946"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3866"
"2016-06-01 00:00:00","php","13710"
"2016-06-01 00:00:00","c","2307"
"2016-06-01 00:00:00","c#","13093"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c++","5730"
"2016-06-01 00:00:00","javascript","22187"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","444"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12939"
"2016-06-01 00:00:00","swift","4812"
"2016-07-01 00:00:00","c++","5482"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12040"
"2016-07-01 00:00:00","java","14969"
"2016-07-01 00:00:00","javascript","22228"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1905"
"2016-07-01 00:00:00","php","12974"
"2016-07-01 00:00:00","swift","4950"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12854"
"2016-07-01 00:00:00","r","3746"
"2016-08-01 00:00:00","python","12934"
"2016-08-01 00:00:00","java","15207"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22708"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12747"
"2016-08-01 00:00:00","perl","462"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5025"
"2016-08-01 00:00:00","php","12934"
"2016-08-01 00:00:00","swift","4916"
"2016-08-01 00:00:00","go","576"
"2016-08-01 00:00:00","r","3789"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14709"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c#","11132"
"2016-09-01 00:00:00","go","513"
"2016-09-01 00:00:00","c","2517"
"2016-09-01 00:00:00","php","12203"
"2016-09-01 00:00:00","python","12369"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20476"
"2016-09-01 00:00:00","r","3303"
"2016-09-01 00:00:00","c++","5151"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4879"
"2016-10-01 00:00:00","php","12311"
"2016-10-01 00:00:00","assembly","397"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11480"
"2016-10-01 00:00:00","c++","5991"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3218"
"2016-10-01 00:00:00","python","13525"
"2016-10-01 00:00:00","javascript","20471"
"2016-10-01 00:00:00","java","15365"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4737"
"2016-10-01 00:00:00","r","3787"
"2016-11-01 00:00:00","c","3274"
"2016-11-01 00:00:00","c#","11671"
"2016-11-01 00:00:00","javascript","20543"
"2016-11-01 00:00:00","python","14205"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15680"
